611;-332981;-368771;-369118;-347452
612;-332981;-381195;-366835;-340190
613;-332981;-379511;-369460;-337567
614;-332981;-372595;-368140;-337527
615;-332981;-378773;-363794;-337489
616;-332981;-380999;-362616;-343321
617;-332981;-388443;-362436;-343045
618;-332981;-425479;-360242;-334044
619;-332981;-376755;-365784;-333166
620;-332981;-407980;-361877;-335276
621;-332981;-414227;-358607;-336758
622;-332981;-388705;-361026;-334254
623;-332981;-371667;-365604;-336004
624;-332981;-402643;-367632;-334806
625;-327789;-383818;-360042;-327789
626;-327789;-410946;-362030;-327789
627;-324784;-363223;-361017;-324784
628;-324784;-392790;-363967;-324825
629;-324784;-375333;-356176;-326913
630;-324784;-376193;-355548;-326913
631;-324784;-395012;-350502;-327789
632;-324784;-376742;-354691;-325069
633;-324784;-392485;-351354;-326683
634;-323703;-383385;-346300;-323703
635;-323703;-366277;-345686;-325185
636;-323703;-374099;-342587;-325185
637;-323703;-338248;-343176;-325137
638;-314994;-369878;-343423;-314994
639;-314994;-345346;-335652;-318655
640;-312574;-338953;-340704;-312574
641;-312574;-361470;-335438;-316225
642;-312574;-392543;-337582;-315006
643;-312574;-357468;-336557;-316225
644;-312574;-353423;-340461;-318315
645;-312574;-401379;-337329;-318315
646;-312574;-383065;-336861;-318315
647;-312574;-336300;-333480;-316767
648;-312574;-373906;-335274;-317110
649;-312574;-342610;-334278;-318890
650;-312574;-324085;-336069;-315322
651;-312574;-342610;-336684;-315322
652;-312574;-337408;-329465;-313375
653;-312574;-370588;-333628;-316694
654;-305086;-362223;-331970;-305086
655;-305086;-363669;-337166;-305086
656;-305086;-349418;-327087;-318935
657;-305086;-354665;-333431;-314071
658;-305086;-339560;-336130;-310575
659;-305086;-327381;-334014;-310395
660;-305086;-371913;-330927;-319722
661;-305086;-388491;-330427;-319722
662;-305086;-350093;-337480;-315671
663;-305086;-354973;-331835;-318460
664;-305086;-355072;-336483;-320598
665;-305086;-335731;-335992;-319371
666;-305086;-328124;-331976;-318179
667;-305086;-380884;-335138;-316372
668;-305086;-372606;-337922;-316372
669;-305086;-362964;-332377;-320197
670;-305086;-378102;-340855;-320355
671;-305086;-408238;-335310;-320141
672;-305086;-357645;-333661;-316659
673;-305086;-369979;-338486;-316224
674;-305086;-343692;-334618;-322761
675;-305086;-398334;-340573;-322917
676;-305086;-373164;-339833;-315606
677;-305086;-343452;-341176;-316091
678;-305086;-367611;-339488;-308576
679;-305086;-393194;-334602;-308576
680;-305086;-349022;-339257;-309460
681;-305086;-313702;-338560;-309460
682;-305086;-358551;-338747;-312750
683;-305086;-387414;-337706;-311838
684;-305086;-344225;-339457;-310529
685;-305086;-332712;-332957;-305191
686;-305086;-325061;-339107;-308434
687;-305086;-371576;-337544;-306574
688;-305086;-332997;-336726;-305753
689;-305086;-348791;-339259;-305753
690;-304969;-352003;-337933;-304969
691;-304969;-335816;-337883;-304969
692;-304969;-333804;-331643;-304969
693;-303199;-348240;-334729;-303199
694;-303199;-407602;-339145;-304206
695;-303199;-396432;-338860;-303947
696;-300446;-357286;-336295;-300446
697;-300446;-438164;-334848;-300919
698;-300446;-381346;-334221;-300919
699;-300446;-337583;-333550;-300919
700;-296817;-336742;-334348;-296817
701;-296817;-349346;-333138;-300919
702;-296817;-360761;-329183;-300487
703;-296817;-331102;-331643;-301969
704;-296817;-383729;-331286;-306163
705;-296817;-337961;-330601;-300802
706;-296817;-339938;-324299;-302547
707;-296817;-381120;-332069;-309998
708;-296817;-332366;-330331;-311305
709;-296817;-332582;-325838;-304259
710;-296817;-359856;-327573;-304259
711;-296817;-335736;-328209;-304259
712;-296817;-334431;-320017;-303298
713;-296817;-351358;-321520;-304259
714;-296817;-342785;-322092;-297073
715;-295720;-344631;-328906;-295720
716;-295720;-344784;-322847;-299391
717;-295720;-381468;-328301;-301241
718;-295720;-330041;-331158;-301203
719;-295720;-348080;-328113;-300570
720;-295720;-330989;-324139;-299245
721;-295720;-347094;-322623;-301203
722;-295720;-332589;-324543;-304550
723;-295720;-317469;-323786;-304550
724;-295720;-335594;-320249;-303172
725;-295720;-331639;-321621;-305251
726;-295720;-356385;-322313;-305669
727;-295720;-330628;-323750;-306992
728;-295720;-327163;-322935;-306479
729;-295720;-333630;-316604;-299075
730;-295720;-371927;-321130;-299075
731;-282593;-316478;-317107;-282593
732;-282593;-341187;-318365;-303095
733;-282593;-332550;-313461;-297463
734;-282593;-357225;-321689;-300284
735;-282593;-323573;-319342;-299978
736;-282593;-343603;-318270;-299978
737;-282593;-329650;-323736;-299463
738;-282593;-340209;-319599;-298404
739;-282593;-350681;-317322;-305666
740;-282593;-338758;-318206;-301553
741;-282593;-332098;-320130;-300846
742;-282593;-339594;-312837;-301553
743;-282593;-319434;-314772;-290018
744;-282593;-329412;-314871;-290018
745;-282593;-332063;-317639;-290018
746;-282593;-332334;-308803;-289327
747;-282593;-338704;-310756;-285055
748;-281299;-348746;-316580;-281299
749;-279976;-336835;-316923;-279976
750;-279976;-326413;-317019;-285642
751;-279976;-329149;-312387;-285605
752;-279976;-335389;-316615;-290915
753;-279976;-359671;-316917;-282431
754;-279976;-335855;-311478;-298008
755;-279976;-339077;-313731;-294875
756;-279976;-342764;-315370;-294128
757;-279976;-333017;-318861;-294776
758;-279976;-322975;-314982;-293442
759;-279976;-332984;-318544;-289968
760;-279976;-339893;-316038;-285146
761;-279976;-316303;-312993;-295681
762;-279976;-312731;-316443;-291879
763;-279976;-326194;-317102;-291848
764;-279976;-317078;-315334;-292644
765;-279976;-380337;-320708;-292644
766;-279976;-336976;-316330;-289747
